#
#
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; z_m; theta_rad; phi_rad; vy_mps; vz_mps
72.244955;-6.126800;-14.736200;1.484329;0.550283;3.770800;1.121474;20.555599;1.465361;0.686278;-0.072400;0.061600
72.358674;-6.129100;-14.623100;1.588824;0.603057;3.671500;-2.457625;20.652500;1.592213;0.699649;0.186500;0.022600
72.478189;-6.130900;-14.508800;1.614738;0.020661;3.699400;0.690983;20.747000;1.626061;0.671567;0.065000;0.061600
72.597824;-6.139600;-14.384300;1.595040;0.028114;3.639000;-2.059172;20.842300;1.602037;0.659886;0.110300;-0.005200
72.708928;-6.136700;-14.269600;1.623475;0.232180;3.681400;1.058291;20.932600;1.637442;0.668607;0.054200;0.056500
72.819529;-6.151300;-14.162400;1.644550;-0.215591;3.652700;-0.712340;21.017599;1.663093;0.673689;0.124800;0.059200
72.931681;-6.153000;-14.049000;1.576591;-0.447225;3.593500;-1.475316;21.108700;1.578038;0.674905;0.195100;0.129300
73.042174;-6.152600;-13.938100;1.542737;0.047277;3.464000;-3.208567;21.197100;1.534829;0.662423;-0.307000;0.140700
73.150941;-6.146800;-13.828100;1.588268;0.099179;3.426900;-0.945782;21.281000;1.593293;0.660278;-0.234100;0.055800
73.258693;-6.156400;-13.720600;1.563371;-0.025420;3.453200;0.657244;21.365999;1.559760;0.592276;-0.072600;-0.070300
73.368801;-6.145200;-13.612600;1.582602;0.578822;3.545500;2.306016;21.426001;1.588034;0.600474;-0.098000;-0.196100
73.482780;-6.159000;-13.500400;1.687753;0.477953;3.674900;3.227232;21.516800;1.719469;0.665185;-0.247000;-0.100900
73.597568;-6.171800;-13.386200;1.695260;-1.118998;3.780400;2.450763;21.603600;1.724385;0.679699;-0.055600;-0.056200
73.705892;-6.187500;-13.272600;1.411339;-1.311511;3.701700;-2.124804;21.700899;1.366938;0.661144;-0.251900;0.040500
73.810814;-6.137400;-13.172300;1.424451;1.644829;3.556500;-3.596450;21.770000;1.384668;0.664137;-0.295500;0.054200
73.919223;-6.156900;-13.065000;1.751185;1.227953;3.510100;-1.163115;21.863400;1.782039;0.704752;-0.359700;0.031500
74.027370;-6.176300;-12.959000;1.706679;0.011678;3.406400;-2.539067;21.951401;1.729134;0.708129;-0.265400;-0.072800
74.134165;-6.186200;-12.850700;1.754419;1.248605;3.412200;0.119860;22.046900;1.776834;0.726464;-0.513700;-0.092500
74.246269;-6.215300;-12.749000;1.963974;1.068854;3.578500;4.056482;22.138000;1.983660;0.758124;-0.254000;-0.207800
74.360179;-6.272100;-12.643600;2.004799;0.099860;3.628200;1.670945;22.243000;2.011351;0.776860;-0.301100;-0.160800
74.469827;-6.311100;-12.542300;1.986705;0.155370;3.723800;2.386035;22.341200;1.985788;0.786640;-0.261000;-0.147300
74.581475;-6.360700;-12.443000;2.038650;0.438696;3.797800;1.861020;22.444099;2.023562;0.804350;-0.100000;-0.149400
74.727742;-6.411800;-12.343000;2.074509;0.173579;3.891700;2.337773;22.548201;2.113536;0.740355;-0.099400;-0.041800
74.875707;-6.501900;-12.186800;2.097654;-1.030712;3.915400;1.172183;22.678200;2.137583;0.740491;0.048400;-0.070800
75.021517;-6.560600;-12.087200;1.758440;-1.062117;3.896200;-0.483628;22.782000;1.790160;0.705455;-0.144500;-0.100900
75.168716;-6.556300;-11.900300;1.786112;0.804848;3.961000;2.186694;22.922199;1.822595;0.704576;-0.066600;-0.150300
75.283481;-6.623500;-11.799600;2.058215;1.332917;4.002300;1.021405;23.026501;2.040847;0.806634;-0.037200;-0.122900
75.397332;-6.663800;-11.697500;2.019126;0.412153;4.018800;0.413080;23.133801;2.005980;0.802403;-0.327200;-0.064100
75.515574;-6.722200;-11.594400;2.147774;1.123843;3.885400;-3.309810;23.238800;2.130707;0.804205;-0.387300;-0.104900
75.635921;-6.792800;-11.499300;2.287985;0.358217;3.921500;0.901259;23.339600;2.220803;0.853838;0.000600;-0.229900
75.756171;-6.880400;-11.413000;2.236835;-0.448411;3.904100;-0.438649;23.446899;2.161503;0.864365;-0.132700;-0.087800
75.870570;-6.941400;-11.310200;2.177225;-0.308165;3.874700;-0.742202;23.561199;2.106049;0.863446;-0.071200;0.212600
75.975218;-7.010800;-11.225000;2.168606;-0.242921;3.773000;-2.525954;23.666800;2.067558;0.898420;0.186600;0.228200
76.079306;-7.059200;-11.137200;2.126950;-0.183574;3.641800;-2.369971;23.778500;2.055687;0.867724;-0.018500;0.250800
76.187044;-7.120700;-11.048200;2.130479;0.106365;3.586100;-1.629020;23.875401;2.127049;0.789217;0.044800;0.315400
76.297004;-7.173600;-10.954600;2.149596;0.224223;3.507000;-1.962794;23.962500;2.136914;0.799322;0.171500;0.262600
76.404794;-7.241000;-10.864100;2.180798;-0.155203;3.334500;-4.318708;24.064699;2.167250;0.799896;0.183200;0.125900
76.518682;-7.297100;-10.777900;2.118969;-0.030383;3.190600;-3.615778;24.144400;2.159445;0.740829;0.166400;-0.068800
76.641801;-7.359700;-10.669700;2.166682;0.221606;3.197400;0.133682;24.242500;2.184459;0.766398;0.139000;-0.158800
76.753053;-7.435300;-10.574100;2.178247;-0.438183;3.392100;3.953120;24.340599;2.145968;0.820251;0.137400;-0.062300
76.865460;-7.486700;-10.487000;2.068866;-0.401073;3.430000;0.944814;24.438400;2.034440;0.827339;0.082500;0.113300
76.989050;-7.542700;-10.376600;2.085125;0.077962;3.351700;-1.563164;24.555401;2.060937;0.814050;0.231000;0.212900
77.109221;-7.608300;-10.271800;2.089736;-0.461989;3.215800;-2.725801;24.666300;2.077817;0.799334;0.365800;0.168800
77.217849;-7.661900;-10.167900;1.961302;-1.104856;3.076500;-2.752960;24.770000;1.976376;0.764309;0.061600;0.155200
77.322894;-7.691000;-10.070900;1.859427;-0.230965;2.972500;-2.101335;24.858900;1.901476;0.713108;0.376400;0.067700
77.430548;-7.721700;-9.966500;1.914726;0.064037;2.838500;-2.655939;24.944201;1.956888;0.722279;0.482400;0.013400
77.534196;-7.763600;-9.868200;1.873019;-0.173398;2.816300;-0.444845;25.037500;1.880367;0.772604;0.218900;-0.048600
77.637246;-7.783400;-9.768600;1.880424;-0.426255;2.872300;1.130695;25.137100;1.874333;0.795982;0.325700;-0.231000
77.748456;-7.826400;-9.671900;1.792001;-0.876269;3.027200;3.074370;25.238001;1.814934;0.734341;0.226400;-0.200500
77.868160;-7.832200;-9.551600;1.686760;-0.162812;3.177500;3.016980;25.333000;1.690296;0.770244;0.277100;-0.167500
77.983157;-7.854100;-9.434100;1.747811;0.207632;3.194300;0.279761;25.468700;1.735017;0.823612;0.198600;-0.111000
78.090124;-7.872700;-9.325200;1.730871;-0.138708;3.025500;-3.403820;25.577400;1.735627;0.770503;-0.132000;-0.036300
78.198420;-7.888200;-9.222900;1.719548;-0.231667;2.942200;-1.653601;25.673700;1.713005;0.808203;0.171300;0.013000
78.305964;-7.904800;-9.111000;1.680272;-0.219196;2.750700;-3.162588;25.801600;1.669299;0.838493;0.204200;0.105000
78.408140;-7.911700;-9.009100;1.672266;0.006248;2.493800;-4.313085;25.911501;1.667270;0.810798;0.006300;0.156500
78.512432;-7.925500;-8.907700;1.681773;0.186465;2.366100;-2.132439;26.015499;1.684438;0.773434;0.014200;0.068300
78.621588;-7.934800;-8.801800;1.710038;0.178302;2.353000;-0.216702;26.113899;1.731012;0.714425;0.000400;-0.235200
78.728309;-7.955800;-8.691500;1.722234;-0.245069;2.656600;5.065160;26.202999;1.740514;0.727556;-0.153900;-0.332600
78.829861;-7.967000;-8.590800;1.654102;-0.517550;2.899200;4.905877;26.301800;1.653734;0.787620;-0.098800;-0.279300
78.932039;-7.972700;-8.489100;1.620730;0.619656;2.914600;0.302387;26.406300;1.618379;0.809540;0.204300;-0.143300
79.040325;-7.977200;-8.386700;1.772084;0.578917;2.978700;1.309926;26.516001;1.757433;0.824109;0.234600;-0.082800
79.155091;-8.016000;-8.276900;1.756144;-0.330661;2.767200;-3.513233;26.635599;1.742796;0.823539;0.104100;-0.096000
79.265817;-8.019500;-8.161100;1.693025;-0.134902;2.693700;-1.225886;26.759501;1.683198;0.827640;0.288800;0.070000
79.370450;-8.043000;-8.057100;1.730605;-0.463999;2.563300;-2.178252;26.874800;1.716518;0.832192;0.276900;0.090800
79.475980;-8.052800;-7.954500;1.594489;-1.281443;2.450300;-1.864239;26.986401;1.594179;0.791989;0.242700;0.142900
79.586208;-8.048000;-7.846100;1.463994;-0.639485;2.228100;-3.183692;27.088600;1.456988;0.753391;0.053600;0.046300
79.692723;-8.029300;-7.735300;1.447022;-0.263913;2.199900;-0.404893;27.191999;1.430846;0.723430;0.078300;-0.248400
79.799426;-8.021700;-7.634700;1.408422;-0.331910;2.440800;4.811419;27.275299;1.394715;0.744139;0.042900;-0.360200
79.913283;-7.994800;-7.524700;1.378137;-0.302409;2.663900;3.721590;27.385900;1.376783;0.781809;0.149800;-0.222400
80.027368;-7.978100;-7.411200;1.337723;-0.553547;2.760000;1.594176;27.497200;1.338631;0.787422;0.113300;0.039100
80.138664;-7.942100;-7.302700;1.249474;-0.425590;2.480900;-4.651931;27.608801;1.245307;0.778484;0.206400;0.022500
80.245803;-7.907800;-7.200000;1.244913;-0.292251;2.302900;-2.986617;27.705500;1.237116;0.772674;0.241700;0.073700
80.352263;-7.873500;-7.099700;1.186626;-0.330853;2.100700;-2.890199;27.806700;1.135289;0.715309;0.103600;0.167700
80.459886;-7.828000;-7.002600;1.174934;-0.537926;1.795500;-4.344262;27.877001;1.064270;0.645596;-0.077700;-0.041100
80.566933;-7.790500;-6.901100;1.069960;-0.747945;1.976800;2.580231;27.956301;0.955054;0.658493;0.008500;-0.177800
80.672282;-7.725200;-6.814800;1.014260;-0.328695;2.247900;4.529242;28.022301;0.858534;0.624356;0.042100;-0.242300
80.783062;-7.679200;-6.722200;1.002196;-0.823462;2.452100;4.035192;28.085199;0.881989;0.660002;0.037300;-0.239900
80.895157;-7.605900;-6.628100;0.832410;-1.287158;2.502900;0.844131;28.167200;0.761312;0.714460;0.137700;-0.042100
81.002874;-7.528300;-6.556400;0.705555;-0.898148;2.387800;-2.304473;28.229000;0.663489;0.742500;0.213600;-0.093800
81.110444;-7.441900;-6.488400;0.643595;0.022887;2.369200;-0.369132;28.295401;0.580994;0.718991;0.190600;-0.045700
81.222396;-7.356200;-6.427300;0.707948;0.146365;2.259100;-2.251109;28.341999;0.493970;0.561550;0.063100;-0.060700
81.334116;-7.271800;-6.342800;0.678864;-0.554753;2.179400;-1.323739;28.386999;0.424028;0.510124;-0.009500;-0.132200
81.439749;-7.182300;-6.287000;0.578419;-0.558116;2.304700;2.521030;28.420500;0.315298;0.463309;-0.014500;-0.172400
81.552156;-7.094900;-6.227300;0.567275;-0.181325;2.419000;2.844191;28.444700;0.324121;0.485260;-0.083100;-0.210600
81.664282;-6.992700;-6.166200;0.536903;0.134868;2.555700;2.737046;28.484200;0.383718;0.595999;0.025800;-0.186100
81.797507;-6.902200;-6.112600;0.588002;0.200398;2.560100;0.086613;28.522499;0.433069;0.606358;0.060600;-0.213100
81.930463;-6.771000;-6.018400;0.598432;-0.003065;2.705900;2.955473;28.586700;0.426769;0.588163;0.013300;-0.247600
82.038200;-6.682500;-5.962800;0.584529;-0.117574;2.775100;1.744844;28.622400;0.334214;0.483290;0.062600;-0.308000
82.147816;-6.591300;-5.899500;0.576491;-0.177164;2.867400;1.850147;28.649099;0.338463;0.496228;0.077800;-0.278700
82.255638;-6.498700;-5.843300;0.545031;0.403119;2.854600;-0.319778;28.687099;0.391863;0.598256;0.053500;-0.223000
82.360269;-6.406900;-5.787700;0.667875;0.628758;2.817700;-0.903973;28.725300;0.549855;0.660564;0.063000;-0.177000
82.462665;-6.334400;-5.713700;0.673293;-0.558453;2.732500;-2.124062;28.787800;0.549739;0.655054;0.066200;-0.147500
82.564517;-6.246800;-5.660000;0.552457;-0.571354;2.674000;-1.497491;28.823400;0.380708;0.575822;0.078500;-0.158500
82.665672;-6.161000;-5.606800;0.557289;-0.855411;2.640700;-0.815949;28.857201;0.376583;0.565457;0.024500;-0.176900
82.780770;-6.075100;-5.553000;0.400273;-0.597359;2.682100;1.034663;28.891300;0.247194;0.537785;0.073500;-0.183800
82.898199;-5.949000;-5.517100;0.400195;0.585077;2.762000;2.736767;28.910700;0.249870;0.542832;0.040100;-0.190500
83.005760;-5.858800;-5.461500;0.550863;0.666007;2.785700;0.591238;28.946501;0.374754;0.569539;0.052600;-0.233600
83.124304;-5.765700;-5.404500;0.532174;-0.083469;2.907600;3.062364;28.982800;0.309366;0.497305;0.047300;-0.234400
83.245784;-5.654500;-5.341200;0.529409;0.112411;2.967600;1.183523;29.011801;0.308393;0.498553;0.145400;-0.264300
83.361981;-5.556000;-5.281800;0.560788;0.067614;3.044800;1.940444;29.049601;0.379980;0.566415;0.144800;-0.235200
83.479664;-5.457700;-5.217600;0.543916;-0.162969;3.070300;0.639557;29.090401;0.358223;0.554304;0.226500;-0.215900
83.589522;-5.354600;-5.160000;0.520669;-0.104060;3.086700;0.409899;29.125000;0.396051;0.630039;0.138500;-0.263600
83.698989;-5.267100;-5.108300;0.522714;-0.172878;3.090300;0.119806;29.170099;0.371014;0.593887;0.112600;-0.288800
83.819522;-5.164900;-5.050700;0.486468;-0.263860;3.156200;1.654878;29.198799;0.271845;0.485067;0.069800;-0.277400
83.943470;-5.054000;-4.995600;0.456613;-0.136803;3.208400;1.293016;29.229500;0.267172;0.508351;0.066500;-0.233800
84.067179;-4.942400;-4.941400;0.451719;0.103887;3.170100;-0.843329;29.259701;0.267472;0.514151;0.034900;-0.212900
84.184060;-4.831400;-4.887600;0.484119;0.152970;3.152300;-0.517645;29.290501;0.232998;0.423916;0.060800;-0.174000
84.300185;-4.735500;-4.832600;0.485600;-0.165725;3.134200;-0.596054;29.308800;0.224485;0.408337;0.039400;-0.176200
84.422089;-4.626000;-4.779200;0.447506;-0.116044;3.120000;-0.361281;29.337400;0.249045;0.487251;0.036100;-0.183700
84.544741;-4.515700;-4.727100;0.455445;-0.069022;3.131100;0.274475;29.364700;0.227925;0.442292;0.006600;-0.137300
84.664327;-4.405700;-4.671300;0.429984;-0.240800;3.090800;-1.001559;29.388500;0.184625;0.386715;-0.047800;-0.100600
84.782466;-4.298300;-4.627400;0.398111;-0.077679;3.048400;-1.070468;29.405300;0.186070;0.420858;-0.094200;-0.036800
84.901741;-4.187900;-4.579700;0.411883;0.144957;3.014600;-0.846945;29.429501;0.203455;0.441197;-0.148700;-0.038600
85.017823;-4.079700;-4.531900;0.433400;0.254938;2.942500;-1.811148;29.450399;0.209504;0.430714;-0.215000;-0.038300
85.128379;-3.977200;-4.482200;0.472344;0.212764;2.874000;-1.707210;29.474300;0.177400;0.337483;-0.295400;-0.038500
85.242878;-3.882800;-4.431300;0.478295;0.036065;2.818400;-1.568950;29.485701;0.196633;0.366845;-0.347200;-0.037400
85.357583;-3.773900;-4.376800;0.480803;0.374636;2.813000;-0.155151;29.514799;0.263626;0.477493;-0.268500;-0.054900
85.471423;-3.679400;-4.325200;0.564978;5.164637;2.755100;-1.456967;29.540600;0.329693;0.494978;-0.264100;-0.099300
85.598838;-3.581600;-4.254900;0.675294;0.150757;2.767000;0.238860;29.580601;0.442318;0.534034;-0.174600;-0.136900
