#
#
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; z_m; theta_rad; phi_rad; vy_mps; vz_mps
23.800241;17.135700;-11.247500;-1.511367;-0.706331;3.189500;-4.309853;15.986300;-1.517193;-2.304590;0.445200;0.080800
23.905593;17.143200;-11.351300;-1.576970;-1.045070;3.009300;-3.611894;15.870600;-1.576459;-2.313079;0.431500;-0.145700
24.019279;17.134399;-11.458200;-1.721337;-0.650571;3.069000;1.178186;15.756600;-1.706788;-2.304764;0.306000;-0.243500
24.138032;17.109100;-11.576100;-1.735316;-0.144391;3.287700;3.655303;15.621400;-1.723054;-2.316854;0.230100;-0.283500
24.256819;17.095501;-11.692500;-1.756224;-0.360828;3.278200;-0.192583;15.503100;-1.760429;-2.367672;0.290300;-0.163000
24.376026;17.065300;-11.809600;-1.820862;-0.315626;3.247500;-0.609964;15.393200;-1.833496;-2.381943;0.051800;-0.144100
24.490361;17.036501;-11.923500;-1.832212;-0.413820;3.176000;-1.421852;15.283700;-1.838340;-2.368337;0.313800;-0.170300
24.605496;17.006201;-12.030500;-1.914524;-0.563946;3.157000;-0.381175;15.177600;-1.927882;-2.376906;0.341500;-0.089100
24.723650;16.958900;-12.140300;-1.961520;-0.055924;3.072500;-1.699404;15.075700;-1.997234;-2.405121;0.275500;-0.071700
24.834933;16.916201;-12.249000;-1.926940;-0.046741;2.923000;-2.970089;14.979500;-1.968740;-2.417157;0.373400;-0.047300
24.941574;16.881300;-12.348900;-1.976122;-0.973372;2.803200;-2.402816;14.891100;-2.026720;-2.422762;0.193300;-0.015200
25.051093;16.832100;-12.445000;-2.128907;-1.067689;2.644800;-3.139248;14.808000;-2.193967;-2.426358;0.142600;-0.064500
25.163444;16.765301;-12.534700;-2.212518;-0.692744;2.650400;0.113196;14.729700;-2.291292;-2.436457;0.082400;-0.192800
25.277215;16.697599;-12.625000;-2.285908;-0.296288;2.829000;3.581345;14.654800;-2.344930;-2.415310;0.094000;-0.250100
25.396521;16.616100;-12.706500;-2.281150;0.220937;2.844700;0.313735;14.577100;-2.345700;-2.420846;-0.010800;-0.326500
25.512609;16.542000;-12.805900;-2.231613;0.167165;3.116100;5.442352;14.495900;-2.345777;-2.470655;0.089200;-0.385900
25.622259;16.473600;-12.889800;-2.244400;-0.013343;3.189200;1.828582;14.431600;-2.382448;-2.493441;0.281600;-0.368500
25.731690;16.405199;-12.977300;-2.233767;-0.279236;3.134400;-1.345199;14.366100;-2.399548;-2.520247;0.154800;-0.261000
25.836636;16.338900;-13.062300;-2.308672;-0.578507;3.118700;-0.396709;14.308100;-2.402471;-2.449583;0.301300;-0.148400
25.940688;16.264000;-13.132600;-2.352452;-0.086442;2.976900;-3.510502;14.237400;-2.441507;-2.445193;0.319700;-0.173400
26.044961;16.192301;-13.210000;-2.326351;0.123068;2.867600;-2.764132;14.184600;-2.531333;-2.559082;0.273900;-0.079200
26.152913;16.121000;-13.284400;-2.326715;-0.166298;2.774100;-2.345841;14.137400;-2.549550;-2.576554;0.322100;-0.016300
26.268738;16.044201;-13.367100;-2.359857;-0.839399;2.705500;-1.704626;14.085000;-2.595560;-2.592304;0.451000;0.015700
26.378258;15.956600;-13.447600;-2.533711;-1.107655;2.393300;-6.153830;14.037500;-2.718323;-2.566988;0.132900;0.068300
26.479785;15.864400;-13.492200;-2.598136;-0.188064;2.254300;-2.841298;14.004000;-2.759697;-2.554905;0.249600;-0.034100
26.589643;15.782800;-13.552600;-2.569242;-0.254629;2.069600;-3.659003;13.967700;-2.761927;-2.587085;0.220500;-0.172200
26.709046;15.679700;-13.611200;-2.645354;-0.269886;2.160000;1.514030;13.930300;-2.897064;-2.709745;-0.022300;-0.293200
26.830910;15.572800;-13.666300;-2.639955;-0.003837;2.441300;5.640316;13.915300;-2.947530;-2.797489;0.091500;-0.223900
26.942723;15.466000;-13.728400;-2.646740;-0.500598;2.493300;1.038631;13.888300;-2.926476;-2.756871;0.146100;-0.306700
27.044131;15.376000;-13.772500;-2.762276;-0.633392;2.562100;1.734891;13.872300;-2.904623;-2.596878;0.077100;-0.297400
27.147369;15.277600;-13.803500;-2.763607;0.355216;2.564200;0.051192;13.842800;-2.935094;-2.656137;0.139400;-0.224900
27.250995;15.184100;-13.848700;-2.689167;0.213563;2.637600;1.831072;13.832100;-3.035234;-2.925376;0.066300;-0.186800
27.354165;15.091200;-13.894100;-2.719134;-0.321829;2.558600;-2.025096;13.822900;-3.044660;-2.928563;0.175500;-0.296400
27.468047;14.995900;-13.933300;-2.752036;-0.365812;2.523100;-0.883529;13.813800;-3.066747;-2.960931;0.272400;-0.191300
27.589688;14.880500;-13.980600;-2.802162;-0.460505;2.489300;-0.671092;13.807100;-3.139414;-3.135423;0.141500;-0.163800
27.710593;14.766500;-14.014300;-2.867727;-0.570245;2.483300;-0.119178;13.813300;3.114537;3.045558;0.293300;-0.275600
27.828597;14.647700;-14.046000;-2.941539;-0.419895;2.407100;-1.552715;13.813400;-3.132081;-3.094716;0.040100;-0.346900
27.936686;14.535200;-14.061200;-2.967240;0.029669;2.523400;2.303236;13.811100;3.112480;2.977747;0.091100;-0.305300
28.040116;14.434800;-14.083500;-2.931211;0.361019;2.533100;0.244856;13.819600;3.052851;2.746805;0.272800;-0.378700
28.143158;14.332900;-14.104400;-2.894026;0.158756;2.630700;2.414755;13.829100;2.987665;2.591041;0.102900;-0.381700
28.251341;14.235000;-14.134000;-2.898407;-0.763248;2.813700;6.113952;13.850600;2.943740;2.461958;0.057300;-0.282300
28.367694;14.122900;-14.156500;-3.048638;-0.812660;3.009100;4.942122;13.871200;2.992092;2.125004;0.233800;-0.246800
28.484051;14.003300;-14.155600;-3.098607;0.015064;2.924500;-2.110888;13.885500;2.977487;1.824922;0.314100;-0.322400
28.594445;13.890400;-14.166500;-3.042239;0.132587;2.844800;-1.969247;13.909700;2.870764;1.915484;0.038200;-0.247400
28.704458;13.783600;-14.177500;-3.072456;-0.334383;2.907500;1.540613;13.946500;2.835365;1.786408;0.151500;-0.266200
28.818150;13.670900;-14.181700;-3.114323;-0.436391;2.928900;0.547600;13.979100;2.861841;1.665456;0.173800;-0.300000
28.936600;13.556300;-14.183700;3.112463;-0.325714;2.938800;0.248654;14.011800;2.794348;1.490458;0.145200;-0.252600
29.050611;13.434100;-14.174800;3.088506;0.015372;2.917700;-0.525373;14.064800;2.741481;1.445810;0.120400;-0.028700
29.164346;13.328600;-14.171600;3.116972;-0.111576;2.766700;-3.763116;14.108100;2.751494;1.510975;0.015100;0.043200
29.283141;13.206700;-14.169200;3.065334;-0.494358;2.666500;-2.491550;14.158300;2.736091;1.394659;0.059900;-0.016800
29.393573;13.091700;-14.153500;2.992076;-0.540148;2.454700;-4.262873;14.209800;2.697177;1.264410;-0.051600;-0.000600
29.496182;12.988300;-14.136300;2.948406;-0.272534;2.213100;-4.786474;14.262300;2.652458;1.218593;0.064200;0.099800
29.602439;12.890300;-14.114100;2.939769;-0.215179;1.870200;-6.840034;14.317000;2.615852;1.231766;-0.140200;0.179800
29.710806;12.780100;-14.093700;2.903101;-0.252031;1.364700;-6.354703;14.383100;2.422966;1.299676;-0.040500;0.189000
29.813407;12.679700;-14.062900;2.883373;0.145742;1.331000;-0.008963;14.501200;2.467217;1.251694;0.049100;-0.218900
29.917247;12.581700;-14.041300;2.933530;0.172129;1.653100;4.619937;14.541700;2.725472;1.125132;-0.025100;-0.320800
30.025691;12.476500;-14.020000;2.920324;-0.063157;1.824800;2.438004;14.591000;2.643041;1.178969;-0.006400;-0.245600
30.138414;12.370100;-13.993700;2.919311;0.109571;2.188000;6.101833;14.656900;2.586720;1.221137;-0.065400;-0.161000
30.247651;12.256600;-13.970300;2.945811;0.157630;2.317200;2.091479;14.727300;2.624410;1.235323;-0.020200;-0.258600
30.356941;12.155800;-13.951200;2.952904;-0.162362;2.388000;1.453352;14.778800;2.645154;1.231870;0.160300;-0.321100
30.469150;12.041900;-13.929300;2.911421;-0.369719;2.497400;2.193483;14.843600;2.605560;1.195081;0.074600;-0.310100
30.580579;11.937300;-13.900000;2.868529;-0.227387;2.548300;1.002865;14.908600;2.596596;1.138042;-0.102200;-0.277100
30.695515;11.827300;-13.869200;2.861263;0.080044;2.678300;2.626783;14.973700;2.585153;1.137283;-0.016200;-0.277900
30.813236;11.716400;-13.836400;2.886108;0.121451;2.791800;2.272789;15.046000;2.579135;1.177987;-0.088000;-0.221200
30.931135;11.599500;-13.809700;2.890441;-0.053890;2.801400;0.193358;15.117300;2.577188;1.185767;-0.095700;-0.200900
31.047863;11.488000;-13.777800;2.873236;-0.174028;2.712500;-1.770943;15.190600;2.583271;1.156075;0.039000;-0.243100
31.164747;11.374400;-13.747800;2.850014;-0.222976;2.700800;-0.234085;15.257900;2.578631;1.126871;0.008300;-0.269600
31.274240;11.264100;-13.710600;2.819120;-0.105637;2.759500;1.170120;15.331900;2.550154;1.109158;-0.355300;-0.248000
31.386490;11.166700;-13.678400;2.828719;0.139465;2.887300;3.144362;15.397400;2.569638;1.105120;-0.238700;-0.205300
31.508005;11.050500;-13.641500;2.848994;0.086497;2.841800;-0.917677;15.469400;2.600289;1.106293;0.104400;-0.177800
31.626459;10.934000;-13.608300;2.851347;-0.195618;2.641800;-4.006482;15.537300;2.601823;1.108322;-0.145200;-0.253000
31.741096;10.823500;-13.573700;2.800945;-0.181684;2.651100;0.186358;15.605400;2.558949;1.077273;0.081000;-0.306300
31.857757;10.717900;-13.531700;2.811168;0.208437;2.757400;2.102204;15.679700;2.554320;1.094972;0.090900;-0.295600
31.975761;10.602800;-13.498000;2.849325;-0.042822;2.787000;0.605028;15.752300;2.562421;1.139593;0.042800;-0.306800
32.092154;10.491900;-13.463700;2.800824;-0.440023;2.855100;1.331947;15.827500;2.507049;1.121869;0.082400;-0.259800
32.211120;10.383400;-13.420200;2.748674;-0.610436;2.951900;1.960892;15.913800;2.473096;1.087527;0.034500;-0.271400
32.326564;10.272100;-13.372600;2.651403;-0.499089;3.016200;1.292347;16.001101;2.420092;1.025546;-0.014200;-0.297200
32.442672;10.179700;-13.311500;2.636335;0.186373;3.031500;0.306728;16.093000;2.405741;1.022423;0.059500;-0.293500
32.564482;10.068900;-13.260200;2.691896;0.024213;2.989000;-0.840001;16.185101;2.439725;1.052056;-0.000700;-0.356700
32.686750;9.960300;-13.205600;2.645021;0.271258;3.117300;2.581699;16.278500;2.410839;1.027025;-0.183900;-0.345200
32.800100;9.853900;-13.143700;2.767230;0.714837;3.184400;1.341427;16.377800;2.504642;1.082606;-0.021900;-0.313900
32.911929;9.749300;-13.122700;2.798211;-0.671494;3.078700;-2.666055;16.434601;2.503429;1.121597;0.083100;-0.266500
33.032108;9.643300;-13.068400;2.628433;-0.698739;3.065100;-0.272068;16.534000;2.388220;1.029777;-0.125400;-0.219000
33.155201;9.539900;-13.004700;2.617961;0.028389;3.071400;0.125194;16.631001;2.404593;1.004201;0.213800;-0.345600
33.268084;9.430100;-12.945300;2.636732;-0.336099;3.187300;2.330803;16.727501;2.408890;1.020020;0.267300;-0.195900
33.376102;9.342300;-12.895500;2.535874;-0.953454;3.197900;0.265032;16.808800;2.334445;0.985283;0.077400;-0.155500
33.491926;9.252500;-12.822300;2.441769;-0.270944;3.033400;-3.275508;16.913000;2.293103;0.932484;-0.312400;-0.223800
33.610196;9.165100;-12.746300;2.466126;0.247155;2.981500;-1.037566;17.009899;2.345475;0.905767;-0.127500;-0.309000
33.731086;9.067900;-12.674400;2.499994;-0.055493;3.005700;0.478598;17.101601;2.348764;0.936307;-0.048300;-0.365200
33.850259;8.971400;-12.601600;2.452761;-0.153543;3.130700;2.519525;17.206499;2.294332;0.941968;-0.220000;-0.259200
33.970208;8.883900;-12.522900;2.463987;0.184294;3.177700;0.937579;17.309900;2.302814;0.944750;0.036100;-0.255300
34.092358;8.784500;-12.451200;2.496457;-0.299230;3.228700;1.017860;17.414499;2.322304;0.957925;0.111000;-0.241000
34.213202;8.688700;-12.376000;2.390141;-0.680180;3.214200;-0.292353;17.518801;2.251883;0.922688;-0.190800;-0.334400
34.335421;8.607900;-12.286200;2.333626;-0.092223;3.328100;2.268050;17.632401;2.201520;0.918426;-0.575800;-0.293200
34.448462;8.519800;-12.199300;2.369644;0.263043;3.420300;1.848765;17.750099;2.207473;0.946929;-0.280400;-0.097100
34.559826;8.445900;-12.128500;2.390490;0.299207;3.307700;-2.776187;17.851500;2.222494;0.951879;-0.522200;0.071700
34.680385;8.357000;-12.047300;2.432517;0.346730;3.175000;-2.658426;17.963499;2.274587;0.941397;-0.556600;0.086800
34.798148;8.262900;-11.971500;2.478389;0.294622;3.027000;-2.967062;18.067101;2.316131;0.946094;-0.319500;0.106500
34.907469;8.171400;-11.902300;2.502571;0.505153;2.777600;-5.006386;18.164600;2.343536;0.943851;-0.404100;0.145600
35.011342;8.087400;-11.841100;2.591516;0.960019;2.464700;-6.254965;18.247101;2.427781;0.954755;-0.315100;0.043700
35.116143;7.994300;-11.793700;2.696725;0.461107;2.442700;-0.441219;18.318001;2.515222;0.988210;-0.267400;-0.113200
35.229072;7.898200;-11.750900;2.689824;0.009589;2.507900;1.310263;18.384001;2.522790;0.972652;0.169000;-0.223300
35.345260;7.791100;-11.695100;2.698154;0.116809;2.592200;1.387900;18.462700;2.505219;0.999491;0.047500;-0.343400
35.460417;7.688300;-11.651200;2.717373;0.178078;2.763100;3.472242;18.539101;2.469235;1.054752;-0.374400;-0.243300
35.579414;7.581200;-11.600300;2.738301;0.379140;2.982300;4.355906;18.629801;2.451775;1.093509;-0.197300;-0.095100
35.696947;7.469400;-11.557800;2.809213;0.393875;3.000600;0.365069;18.719700;2.493359;1.143181;-0.179700;0.038800
35.811491;7.359000;-11.523600;2.830610;0.025865;2.733800;-5.320201;18.798100;2.546327;1.127665;-0.254400;0.043400
35.924750;7.251300;-11.487700;2.814399;-0.331879;2.575200;-3.185646;18.867399;2.562030;1.092445;-0.497400;-0.002300
36.032290;7.144500;-11.450800;2.752451;-0.121750;2.451500;-2.472293;18.938499;2.574631;0.998625;-0.306100;-0.130700
36.138679;7.052300;-11.406100;2.791898;0.757285;2.440200;-0.224649;18.994101;2.635472;0.988858;-0.197600;-0.267700
36.256346;6.944600;-11.377900;2.901765;0.855496;2.521000;1.630669;19.049299;2.651364;1.141142;-0.154500;-0.220700
36.370986;6.823700;-11.350200;3.006851;0.727526;2.702000;3.630772;19.116100;2.729177;1.270325;-0.222300;-0.194600
36.475188;6.717400;-11.347100;3.071962;0.162224;2.747000;1.125299;19.148701;2.779719;1.388598;0.069400;-0.236100
36.576934;6.615800;-11.335700;3.033267;-0.350752;2.810800;1.578370;19.194799;2.705804;1.341360;-0.045100;-0.131600
36.688786;6.515100;-11.325100;3.004376;-0.181392;2.784400;-0.661428;19.242901;2.688105;1.294702;-0.113900;-0.038300
36.808440;6.394200;-11.305100;2.991008;0.014146;2.610600;-3.489448;19.302799;2.702244;1.258513;-0.182600;-0.077100
36.924635;6.278500;-11.289200;3.007362;0.205768;2.475900;-2.672755;19.354099;2.741112;1.262021;-0.209400;-0.191700
37.033542;6.163900;-11.274000;3.040419;0.409590;2.493200;0.345102;19.400299;2.775810;1.311702;-0.096300;-0.288100
37.136141;6.061800;-11.267200;3.097719;0.351137;2.671500;4.497506;19.437099;2.810795;1.443648;-0.229800;-0.279100
37.239996;5.958900;-11.265000;3.108846;0.137066;2.699100;0.683723;19.470699;2.806030;1.477141;-0.220700;-0.322200
37.347360;5.854200;-11.260400;3.125754;0.106471;2.860400;4.075748;19.509501;2.776758;1.529347;-0.145000;-0.284200
37.457765;5.744200;-11.261600;3.132082;0.066830;2.991000;3.316819;19.552700;2.731470;1.548925;-0.201400;-0.161600
37.568115;5.633400;-11.258300;3.140690;0.071741;2.967800;-0.565574;19.605499;2.750118;1.568608;-0.257100;-0.147800
37.675417;5.523500;-11.261400;-3.135069;0.123298;2.845300;-3.128365;19.643801;2.790912;1.588629;-0.216800;-0.143100
37.779702;5.418800;-11.259700;-3.115701;0.170280;2.701300;-3.542403;19.684000;2.823304;1.649235;-0.392200;-0.086600
37.892694;5.315000;-11.266800;-3.101313;0.141957;2.683800;-0.595201;19.712500;2.828904;1.694814;-0.364500;-0.021500
38.005141;5.193000;-11.268800;-3.082419;0.552385;2.674100;-0.194252;19.757000;2.818774;1.746076;-0.194900;0.078400
38.113776;5.090500;-11.280100;-2.973267;0.477979;2.626400;-1.179769;19.787600;2.920253;2.217601;-0.240100;0.159700
38.226917;4.978800;-11.305200;-2.981819;-0.024305;2.373900;-6.273283;19.805201;2.983130;2.360384;-0.121200;0.040400
38.337525;4.867100;-11.316100;-2.979045;0.059179;2.196200;-3.537707;19.823299;3.049327;2.627903;-0.190300;-0.081900
38.448021;4.760500;-11.341000;-2.968781;0.038984;2.167100;-0.581569;19.825399;3.081492;2.809623;0.079000;-0.239100
38.564220;4.649400;-11.354100;-2.970359;0.447567;2.295000;2.579094;19.836399;3.069232;2.744663;0.031400;-0.395200
38.676211;4.531500;-11.380600;-2.860659;0.514952;2.429900;2.669148;19.841999;3.065067;2.881883;0.173900;-0.253100
38.787165;4.434200;-11.416200;-2.858897;-0.256748;2.393300;-1.234665;19.852900;3.042895;2.813059;-0.057500;-0.253200
38.906400;4.318400;-11.442500;-2.913596;-0.117174;2.402200;0.178303;19.863100;3.089117;2.918978;0.064300;-0.298800
39.020298;4.201900;-11.470100;-2.889587;0.119488;2.531600;2.579576;19.865101;3.095843;2.965625;-0.135100;-0.483200
39.126254;4.097800;-11.499300;-2.887344;0.003105;2.827800;7.348591;19.873199;2.988728;2.606444;0.047500;-0.377200
39.237897;3.996800;-11.523400;-2.889008;0.499109;2.998200;4.380099;19.896700;2.941706;2.476098;-0.469500;-0.120400
39.366892;3.881600;-11.555100;-2.791033;0.384317;3.020200;0.546068;19.917000;3.033067;2.852005;-0.177700;-0.006400
39.491953;3.754500;-11.612000;-2.776086;-0.162849;2.802300;-5.425447;19.923100;3.103081;3.041250;-0.259200;-0.125100
39.604107;3.648000;-11.644500;-2.838737;-0.495353;2.758300;-1.090852;19.926001;-3.127117;-3.095296;-0.202000;-0.368500
39.719779;3.540400;-11.678900;-2.878788;-0.121114;2.806700;1.208099;19.920000;3.124587;3.078459;-0.406900;-0.399600
39.836777;3.424600;-11.704600;-2.868107;0.613516;2.925000;2.976521;19.929800;3.081305;2.929644;-0.647600;-0.146900
39.955787;3.315100;-11.742100;-2.736979;0.806303;2.771200;-3.820117;19.933599;-3.126513;-3.106391;-0.384900;-0.076100
40.068488;3.205800;-11.798300;-2.670009;0.734939;2.618300;-3.075986;19.926500;-3.073970;-3.009558;-0.371800;-0.058200
40.176796;3.114300;-11.844500;-2.571002;0.239433;2.511700;-2.654876;19.920000;-2.938716;-2.831423;-0.067700;-0.072400
40.288291;3.023500;-11.915300;-2.620555;-0.348845;2.348600;-4.107691;19.889000;-2.981645;-2.867578;-0.179400;-0.178000
40.401279;2.920900;-11.955500;-2.649839;0.076015;2.392300;1.107273;19.888800;-3.011809;-2.902585;-0.114800;-0.156900
40.513037;2.824300;-12.022000;-2.603244;0.145108;2.454300;1.228268;19.863001;-2.894536;-2.741987;0.075200;-0.201500
40.616433;2.729000;-12.070100;-2.619088;1.004906;2.571800;2.314726;19.840401;-2.907141;-2.748446;-0.173300;-0.148000
40.726025;2.645100;-12.125200;-2.405249;1.009146;2.520800;-1.307369;19.820200;-2.777429;-2.743521;-0.052300;-0.123900
40.852905;2.566600;-12.217300;-2.387131;-0.251904;2.428900;-2.290813;19.778500;-2.783951;-2.763173;0.058200;-0.119800
40.974011;2.460200;-12.299000;-2.470593;-0.676829;2.296300;-2.651281;19.751101;-2.827140;-2.752762;-0.025000;-0.143500
41.078906;2.376900;-12.367900;-2.559141;-0.712187;2.240400;-1.123661;19.716801;-2.831699;-2.689093;0.097300;-0.166900
41.189266;2.285000;-12.414400;-2.604126;0.358815;2.117800;-2.038223;19.695000;-2.813680;-2.622917;-0.010300;-0.175000
41.301587;2.187300;-12.480900;-2.484026;0.796361;2.174000;0.934871;19.652300;-2.750565;-2.651222;0.020000;-0.219300
41.407687;2.107200;-12.551700;-2.419217;0.418673;2.236200;1.238143;19.621700;-2.733672;-2.685672;-0.308700;-0.161600
41.515904;2.028100;-12.621200;-2.399332;0.487003;2.236100;-0.002005;19.583500;-2.667221;-2.631253;-0.223700;-0.274500
41.625919;1.947700;-12.698000;-2.314724;0.159465;2.450000;4.291509;19.539801;-2.529067;-2.567545;-0.014700;-0.341100
41.730398;1.879100;-12.783100;-2.365330;-0.284912;2.535500;1.721584;19.478800;-2.533438;-2.524843;-0.212400;-0.450900
41.832835;1.798600;-12.844400;-2.371726;0.800108;2.736500;5.001545;19.436001;-2.598476;-2.584632;-0.162700;-0.418300
41.943005;1.732000;-12.925700;-2.212574;1.495339;2.936500;5.011236;19.389999;-2.433646;-2.572512;-0.260800;-0.267200
42.057984;1.666700;-13.020900;-2.037168;0.821444;2.922800;-0.338440;19.323099;-2.237134;-2.572126;-0.223300;-0.279600
42.168937;1.628600;-13.131100;-2.014692;-0.670268;3.063800;3.579861;19.258499;-2.229592;-2.590752;0.027500;-0.180100
42.273069;1.571400;-13.221300;-2.199028;-0.237622;2.956400;-2.644339;19.200001;-2.429753;-2.581774;-0.278800;-0.101800
42.382066;1.506200;-13.299600;-2.059269;1.174531;2.766300;-4.753466;19.152901;-2.208357;-2.519277;-0.178800;-0.127100
42.494707;1.469100;-13.413800;-1.940009;0.227967;2.634200;-2.678856;19.061899;-2.022670;-2.468533;-0.069100;-0.158900
42.603984;1.424900;-13.509700;-2.005792;0.242166;2.544000;-1.780207;18.985399;-2.093916;-2.463360;-0.227300;-0.267500
42.712075;1.377000;-13.612000;-1.883478;1.194201;2.600500;0.948616;18.902201;-1.947300;-2.456156;-0.078000;-0.257800
42.814916;1.358400;-13.715400;-1.741300;0.754114;2.618800;0.357901;18.817200;-1.772353;-2.441392;-0.045500;-0.289600
42.919679;1.342100;-13.814700;-1.735238;-0.034235;2.715000;1.967093;18.731400;-1.762209;-2.433445;-0.120000;-0.351000
43.027467;1.324100;-13.922100;-1.747994;0.128974;2.865300;3.011387;18.640200;-1.785214;-2.453381;-0.076100;-0.390400
43.138830;1.304100;-14.026900;-1.709074;1.316874;3.033300;4.159124;18.556900;-1.741682;-2.462938;-0.098300;-0.233900
43.246042;1.293400;-14.142700;-1.440310;1.626352;2.960900;-1.460087;18.462299;-1.423852;-2.416208;-0.145500;-0.161800
43.351241;1.332000;-14.239500;-1.365943;-0.182914;2.857100;-2.073518;18.368401;-1.362003;-2.365997;-0.087300;-0.226100
43.458653;1.336200;-14.348700;-1.478029;-0.069496;2.817200;-0.798974;18.260300;-1.475186;-2.371379;-0.158000;-0.152600
43.568486;1.351900;-14.453400;-1.385365;0.671024;2.686500;-2.608842;18.160900;-1.382207;-2.364838;-0.189700;-0.159000
43.677178;1.376700;-14.564600;-1.327827;0.718430;2.611900;-1.221262;18.048100;-1.321935;-2.368668;-0.074800;-0.376700
43.780206;1.404200;-14.664400;-1.224182;1.157430;2.845700;4.762850;17.955099;-1.222358;-2.359042;-0.042300;-0.327600
43.883118;1.446700;-14.758400;-1.094328;1.728692;2.827400;-0.365134;17.855400;-1.133815;-2.306367;-0.046900;-0.202700
43.992283;1.498600;-14.847300;-0.879461;1.517907;2.623200;-4.126568;17.753000;-0.982354;-2.249383;-0.065400;-0.320500
44.103435;1.585900;-14.926600;-0.751039;-0.067752;2.715200;1.527676;17.646799;-0.875051;-2.232939;0.067400;-0.543000
44.210110;1.661100;-14.999000;-0.898324;-0.823034;3.057400;6.750152;17.558399;-0.931335;-2.322065;0.191400;-0.407100
44.317442;1.718800;-15.093500;-0.920868;0.843339;3.290700;5.919939;17.468100;-0.926461;-2.350380;0.022900;-0.157900
44.430807;1.791000;-15.169900;-0.727044;0.954826;3.276600;-0.345432;17.385500;-0.858320;-2.226022;0.081700;-0.161400
44.551969;1.888200;-15.244200;-0.695108;0.411090;3.217200;-0.995998;17.271999;-0.880611;-2.173801;-0.157300;-0.402000
44.672240;1.977100;-15.325100;-0.624793;0.511995;3.366000;2.976598;17.160101;-0.771102;-2.209216;-0.074700;-0.409100
44.784754;2.083300;-15.384900;-0.568773;-0.293134;3.456000;1.817485;17.082399;-0.716436;-2.204042;0.037300;-0.301600
44.886418;2.166700;-15.446300;-0.708468;-0.586022;3.282200;-4.276138;16.995001;-0.867532;-2.199103;-0.127700;-0.380500
44.986221;2.237700;-15.517200;-0.672864;1.184600;3.188000;-2.395769;16.900299;-0.855013;-2.176832;-0.051100;-0.536500
45.097736;2.322800;-15.570700;-0.492724;0.855483;3.292100;2.595896;16.815500;-0.646501;-2.189132;-0.240100;-0.507800
45.218372;2.434200;-15.622700;-0.464574;-0.034327;3.425000;2.658837;16.752001;-0.584784;-2.218766;-0.056000;-0.435600
45.337965;2.538500;-15.678800;-0.499180;-0.012034;3.569100;3.599049;16.672701;-0.657379;-2.185769;-0.101900;-0.397100
45.464014;2.644200;-15.737200;-0.468793;0.285192;3.685200;2.868649;16.589899;-0.666502;-2.142846;-0.115800;-0.480100
45.580547;2.763400;-15.792700;-0.422189;0.374499;3.935000;6.312354;16.495800;-0.630277;-2.122703;-0.084200;-0.328000
45.687943;2.856800;-15.832700;-0.382150;0.266208;3.959000;0.786579;16.434799;-0.450111;-2.264614;0.208400;-0.315700
45.795404;2.962700;-15.872800;-0.368411;0.560034;3.978500;0.655209;16.399500;-0.460646;-2.231916;0.141800;-0.267000
45.903445;3.057300;-15.910100;-0.262151;0.801197;3.994700;0.548753;16.335300;-0.589551;-1.952287;-0.020900;-0.260100
46.017732;3.171400;-15.928800;-0.198168;-0.031515;3.805700;-4.734461;16.259899;-0.563839;-1.878295;0.290300;-0.379100
46.139732;3.281400;-15.955100;-0.261583;-0.198398;3.827600;0.714297;16.193600;-0.559169;-1.975040;0.149900;-0.313600
46.264798;3.407100;-15.991900;-0.250895;0.105668;3.798100;-0.740558;16.112400;-0.449183;-2.059466;0.264300;-0.293700
46.375536;3.523700;-16.017200;-0.232818;-0.116600;3.852200;1.761765;16.076799;-0.401524;-2.080112;0.311700;-0.161700
46.492533;3.622600;-16.042999;-0.276597;0.013502;3.875100;0.784090;16.020901;-0.528707;-2.023128;0.355200;-0.057900
46.623434;3.748800;-16.081100;-0.236739;0.276297;3.691900;-4.450036;15.945300;-0.563215;-1.935764;0.149900;-0.041500
46.751105;3.877100;-16.104401;-0.199081;-0.373227;3.592400;-2.536105;15.860200;-0.550696;-1.888241;0.435600;-0.047500
46.866363;3.999100;-16.131599;-0.347955;-0.895771;3.427600;-4.136919;15.791600;-0.593520;-2.064084;0.325400;-0.004700
46.971848;4.093800;-16.183001;-0.394067;0.336887;3.011400;-8.388850;15.714000;-0.610174;-2.107327;0.210400;0.015800
47.075723;4.193900;-16.212601;-0.270432;0.769686;2.952800;-1.463250;15.655400;-0.521401;-2.020435;0.193400;0.018400
47.177677;4.294000;-16.238501;-0.235100;0.205042;2.921000;-0.797482;15.599000;-0.352289;-2.148268;0.304300;0.040300
47.278463;4.392200;-16.260099;-0.229212;0.624626;2.851900;-2.351475;15.582500;-0.332560;-2.164896;0.276000;0.118500
47.387728;4.490300;-16.284300;-0.118342;0.478800;2.753300;-2.381684;15.531200;-0.464387;-1.803839;0.438800;0.184000
47.501893;4.609200;-16.285900;-0.115879;-0.534287;2.557200;-3.981892;15.473800;-0.514817;-1.773728;0.403600;-0.075200
47.614782;4.717100;-16.310699;-0.241971;-1.529896;2.624200;1.327376;15.402900;-0.593874;-1.921249;0.410500;-0.388700
47.732294;4.828400;-16.340000;-0.453188;-1.012186;2.851700;4.632759;15.325800;-0.637798;-2.152145;0.572400;-0.416900
